,date,name,tweet
1248,2020-08-08,<JoeBiden>," it’s an important choice, and i want you to be one of the first to know who i’ve picked as my running mate – text first to 30330 to get notified when i’ve made my decision.
"
1249,2020-08-08,<JoeBiden>," between the coronavirus and the economic crisis, this is a tough time for our country, i know. but i firmly believe that our best days still lie ahead. together, we will climb out of these crises and emerge stronger than before.
"
1250,2020-08-08,<JoeBiden>," the fact is, donald trump left our nation unprepared and unprotected for the worst public health crisis of our lifetime — and we're paying the price every single day.  "
1251,2020-08-08,<JoeBiden>," our nation is desperate for leadership — leadership that can unite us and steer us through these crises. but at the most critical moment of his presidency, donald trump has nothing to offer.
"
1252,2020-08-08,<JoeBiden>," no president can promise to prevent future outbreaks. but i'll promise you this: when i'm president we will prepare better, respond better, and recover better.
"
1253,2020-08-08,<JoeBiden>," john lewis will be remembered as a moral giant who dedicated his life to creating a more just, equal, and moral america.  donald trump will not.  "
1254,2020-08-07,<JoeBiden>," i can’t believe i have to say this, but we can’t let donald trump open up the grand canyon for uranium mining.
"
1255,2020-08-07,<JoeBiden>," i believe every american deserves a fair shot at success — not just the mar-a-lago crowd. that’s why as president, i’ll reverse donald trump’s giant tax giveaways to the super-wealthy and big corporations, and build an economy that works for everyone.
"
1256,2020-08-07,<JoeBiden>, it didn't have to be this bad.  
1257,2020-08-07,<JoeBiden>," here’s the truth—donald trump turned his back on the middle class long before covid-19. he cut taxes for the super-wealthy, drove u.s. manufacturing into a recession, and stacked the deck against hardworking americans.  it's time we pick a different path.  "
1258,2020-08-07,<JoeBiden>, make no mistake: this economic crisis is due to president trump’s failure to get this virus under control.  
1259,2020-08-07,<JoeBiden>," while i am grateful for the people who got their jobs back, my heart goes out to the more than 16 million americans still out of work. the truth is it didn't have to be this bad, but donald trump failed to act. he's the one person who should lose his job.  "
1260,2020-08-07,<JoeBiden>, the truth is that president trump could have acted months ago to curb this pandemic—it's obvious he still hasn’t learned his lesson. he continues to ignore the warnings of health experts and we're all paying the price.  
1261,2020-08-07,<JoeBiden>," here’s how covid-19 affected arizonans under the trump—ducey model:  - an infection rate—still—of nearly 20% - the fifth-highest number of current hospitalizations in the country - more than 4,000 deaths from covid-19 - more than 183,000 cases - lengthy delays in test results
"
1262,2020-08-07,<JoeBiden>," gov. ducey is rushing reopening without adequate testing and contact tracing.  he’s withholding support for increased testing and making local leaders plead for it.  he’s refusing to implement a mask mandate and turning his back on older americans and those at greater risk.
"
1263,2020-08-07,<JoeBiden>," president trump called arizona “a model for applying a science-based approach to the decreasing cases and hospitalizations without implementing a punishing lockdown.” he said governor ducey’s approach should be used by other states—but here’s what’s really happening in arizona:
"
1264,2020-08-06,<JoeBiden>," my commitment to you is this: i will always listen, i will never stop fighting for the african american community and i will never stop fighting for a more equitable future.
"
1265,2020-08-06,<JoeBiden>," throughout my career i've witnessed the diversity of thought, background, and sentiment within the african american community. it's this diversity that makes our workplaces, communities, and country a better place.
"
1266,2020-08-06,<JoeBiden>," earlier today, i made some comments about diversity in the african american and latino communities that i want to clarify. in no way did i mean to suggest the african american community is a monolith—not by identity, not on issues, not at all.
"
1267,2020-08-06,<JoeBiden>," i believe that the right to vote is the most fundamental american right there is. to protect it, we’ve got to:  - pass the john r. lewis voting rights act - enact automatic and same-day voter registration - stand up to republican voter suppression efforts
"
1268,2020-08-06,<JoeBiden>, john lewis left us with marching orders. it’s up to all of us to carry them out:  
1269,2020-08-06,<JoeBiden>," every moment with your loved ones is precious. i know that in my core because i’ve learned it through loss. it's why as president, i'm going to do everything i can to get this virus under control and get our lives back to normal as soon as we can.  "
1270,2020-08-06,<JoeBiden>," let me be clear: voting is a right — not a privilege. anyone who tells you otherwise can’t be trusted to hold the highest office in this land.
"
1271,2020-08-06,<JoeBiden>," the fight for civil rights is what drove me to get involved in politics in the first place. it's why i fought for and helped secure a 25-year extension of the voting rights act. and it's why as president, i'll immediately sign the john r. lewis voting rights act into law.  "
1272,2020-08-06,<JoeBiden>," 55 years ago today, the voting rights act was signed into law — bringing us one step closer to that more perfect union. as we mark its anniversary, we’ve got to continue our fight to restore the vra and protect the sacred right to vote.
"
1273,2020-08-06,<JoeBiden>, the scenes of death and destruction from hiroshima and nagasaki still horrify us 75 years later. they reach through history to remind us of the hideous damage nuclear weapons can inflict—and our collective responsibility to ensure they're never again used.  
1274,2020-08-06,<JoeBiden>," if i'm elected president, our students and educators will have all the tools and resources they need to succeed and get through covid-19.  "
1275,2020-08-05,<JoeBiden>," donald trump promised to bring back jobs, but his policies crushed the manufacturing sector—and that was true even before covid-19.  i’ll revitalize american manufacturing and innovation and create millions of good-paying jobs so we can build back better.  "
1276,2020-08-05,<JoeBiden>," growing up in scranton, i learned the importance of hard work, treating others with dignity and respect, and leaving no one behind. those values have guided my entire life — and they're the values i'll bring back to the white house.  "
1277,2020-08-05,<JoeBiden>," folks, a lot of you have been asking when i’m announcing my running mate, and i promise i’ll let you know soon. but here’s what i can tell you right now: i’m going to tell my supporters first — so text first to 30330 to be the first to know.
"
1278,2020-08-05,<JoeBiden>," i don’t buy for one second that the vitality of american manufacturing is a thing of the past. as president, i'll make bold investments in american manufacturing, industry, and innovation to make sure the future is made in america — by all of america.  "
1279,2020-08-05,<JoeBiden>, there's been a lot of talk about my vetting process lately. here’s an inside look:  
1280,2020-08-05,<JoeBiden>," weapons of war have no place in our communities. when i was a senator, i took on the  and secured a 10-year ban on assault weapons — and as president, i’ll ban these weapons again.  "
1281,2020-08-05,<JoeBiden>," eight years ago, a white supremacist targeted a sikh temple in oak creek, wi — ultimately taking seven lives in an unspeakable act of terror. to truly honor those we lost, it's up to all of us to stand up to bigotry in our lives, give hate no safe harbor, and reduce gun violence.
"
1282,2020-08-05,<JoeBiden>," i truly believe that we can revitalize american manufacturing and create a better economy at the same time. i want to build an economy that brings everyone along — one that works for the middle class, not just the wealthy and well-connected.  "
1283,2020-08-05,<JoeBiden>," the truth of the matter is, donald trump inherited a growing economy from president obama and me. and just like everything else he inherited in his life, he squandered it.  "
1284,2020-08-04,<JoeBiden>," from day one, donald trump downplayed the threat covid-19 posed, ignored scientists, and refused to take action.   now, nearly 5 million cases and more than 150,000 deaths later, it's crystal clear we're paying the price for his failed leadership.
"
1285,2020-08-04,<JoeBiden>," on day one, i’ll send a bill to congress creating a clear roadmap to citizenship for dreamers and the 11 million undocumented people already strengthening our nation. it’s long overdue.  "
1286,2020-08-04,<JoeBiden>," our hearts and prayers are with the people of lebanon, and the victims of the horrific explosion in beirut. i urge both the trump administration and international community to immediately mobilize assistance to the thousands injured in the blast.
"
1287,2020-08-04,<JoeBiden>," thousands of americans are dying every week. the president's response?  ""it is what it is.""  "
1288,2020-08-04,<JoeBiden>, i’ll get to work on day one enacting the changes needed to help the latino community thrive.  read my full plan here:  
1289,2020-08-04,<JoeBiden>," happy birthday to my brother and friend,  serving alongside you for eight years was the greatest honor of my life — and i'm grateful to have you by my side for these next 91 days.  "
1290,2020-08-04,<JoeBiden>," we can’t just build back to the way things were before these crises. we have to build a more inclusive, equitable future for all.  here’s how we’ll do it:  "
1291,2020-08-04,<JoeBiden>," the latino community is bearing disproportionate harm from this pandemic. but even before, many latino families were already struggling. we've got to do better. that's why today, i'm releasing my new agenda for the latino community:  "
1292,2020-08-04,<JoeBiden>," as president, i’ll take on the powerful gun lobby to pass universal background checks, ban assault weapons and high-capacity magazines, and close loopholes to keep guns out of dangerous hands. we can and will end our gun violence epidemic.
"
1293,2020-08-04,<JoeBiden>," one year ago, just hours after the massacre in el paso, nine precious lives were cut short in dayton. in the wake of the tragedies, donald trump promised the most modest of gun safety policies, then caved to the  and failed to deliver.
"
1294,2020-08-04,<JoeBiden>," on july 1st, donald trump predicted the coronavirus was going to ""just disappear.""  he was wrong — and more than 25,000 americans died due to the virus last month.  mr. president, step up and do your job before even more american families feel the pain of losing a loved one.
"
1295,2020-08-03,<JoeBiden>," when we spend taxpayer money, we should use it to buy american products and support american jobs. period.  we’re going to make sure the future is made in america — by all of america:  "
1296,2020-08-03,<JoeBiden>," not a joke, folks.  get yours today:  "
1297,2020-08-03,<JoeBiden>," every american should be able to safely make their voice heard this november. we need to:  - expand vote-by-mail and early voting - implement online voter registration - make it safe and easy to vote in-person
"
1298,2020-08-03,<JoeBiden>," jill and i mourn the loss of the nine service members who perished in a training accident off the coast of california. these brave young men made the ultimate sacrifice in service to their fellow americans. our deepest condolences go out to their families.
"
1299,2020-08-03,<JoeBiden>," john hume committed his life to the principles of nonviolence, and through his faith, statesmanship, and perseverance, he helped bring northern ireland through the troubles to a better tomorrow. jill and i send our condolences to the entire hume family.  "
1300,2020-08-03,<JoeBiden>," in the days that followed the el paso shooting, i said americans have to come together, stand against hate, and leave nobody behind.  that charge feels more important than ever. this is our fight — and together, we will win.  "
1301,2020-08-03,<JoeBiden>," it's hard to believe this has to be said, but if i'm elected president, i’ll spend my monday mornings working with our nation’s top experts to control this virus — not insulting them on twitter.
"
1302,2020-08-03,<JoeBiden>," this is a moment to summon the purpose we felt one year ago after el paso. a moment to recommit to the battle for the soul of this nation. a battle against white supremacy, hatred, and gun violence.  it won't be easy — but it's a battle we must win.
"
1303,2020-08-03,<JoeBiden>," one year ago, a white supremacist armed with a semi-automatic rifle targeted the people of el paso. he thought his hatred of latinos and immigrants would prove more powerful than the culture and vibrancy of the community.  he was wrong.  "
1304,2020-08-02,<JoeBiden>," folks, there's simply too much at stake this november for anyone to sit on the sidelines. register to vote today — and then reach out to five friends and get them registered as well.  "
1305,2020-08-02,<JoeBiden>," welcome home, bob and doug! the first american splashdown in 45 years was executed with precision, and is truly a victory for american innovation and persistence. congratulations to everyone involved on a successful conclusion to this historic mission.  "
1306,2020-08-02,<JoeBiden>, join us as we host a roundtable with congresswoman veronica escobar to commemorate the anniversary of the el paso massacre:  
1307,2020-08-02,<JoeBiden>," it’s not enough to just go back to the way things were before these crises — we need to build back better than ever. we have to create a new american economy where everyone gets a fair return for their work and an equal chance to get ahead.
"
1308,2020-08-02,<JoeBiden>," now more than ever, we need a president who believes in science.
"
1309,2020-08-02,<JoeBiden>, this pandemic has put a bright light on the disparities that have plagued our nation for too long. we’ve got to make sure these communities get the help they need now — and root out the systemic racism that created these inequalities in the first place.  
1310,2020-08-01,<JoeBiden>," enhanced unemployment benefits expired for millions overnight.  we don’t have an effective nationwide testing program or a plan to control the virus.  our health care workers still don’t have enough ppe.  enough with the weekend golf trips, mr. president. do your job.
"
1311,2020-08-01,<JoeBiden>, rent is due today.  donald trump abdicated his responsibility to lead us out of this covid-19 crisis—and we now face a potential housing crisis because of it.  mr. president: act now to make sure americans don't have to choose between a roof over their heads or food on the table.  
1312,2020-08-01,<JoeBiden>, you have enough on your plate — you shouldn't also have to worry about the president making things even tougher for you.  
1313,2020-08-01,<JoeBiden>," if we give donald trump four more years in the white house, he will forever alter the character of this nation.  we can’t let that happen.
"
1314,2020-08-01,<JoeBiden>," to the millions of people who get up every single day and make this country run: i see you, and i promise i will never stop fighting for you. you are the backbone of america.  "
1315,2020-08-01,<JoeBiden>, ordinary people doing extraordinary things. that's the story of america — and it's being written every day by folks like dr.  who fought the ebola outbreak and now covid-19.  and i called to thank him for his service and discuss the moment we're in.  
1316,2020-07-31,<JoeBiden>," folks, we’re just a few hours away from our critical end-of-month fundraising deadline. we need everyone to step up so we can hit our goal and make sure we can go toe-to-toe with president trump.  if you're able, please chip in today:  "
1317,2020-07-31,<JoeBiden>," jill and i are keeping everyone in the path of hurricane isaias in our prayers. we must ensure that our fellow americans, in puerto rico and across the east coast, get the support they need. please heed the warnings from authorities, take steps to prepare, and stay safe.
"
1318,2020-07-31,<JoeBiden>," together, we're going to make sure the future is made in america — by all of america.  "
1319,2020-07-31,<JoeBiden>," grassroots donations are the backbone of our campaign — and we want to thank you for all your help. so tonight, senator  and i are hosting an event that you won’t want to miss.  chip in to reserve your spot:  "
1320,2020-07-31,<JoeBiden>," we’re facing some of the biggest challenges in our history — and it’s abundantly clear donald trump just isn’t up for the job.  we need real leadership — and we need it now.
"
1321,2020-07-31,<JoeBiden>," it’s been over six months since the first confirmed case of covid-19 in the united states, and president trump still doesn't have an effective plan to contain its spread. it's an unjustifiable failure of leadership that costs lives every day.
"
1322,2020-07-30,<JoeBiden>," . and i wish all our muslim friends and neighbors a blessed #eidaladha. may your sacrifices on this day be accepted and strengthen you during these challenging times. eid mubarak!
"
1323,2020-07-30,<JoeBiden>," human trafficking is an unconscionable attack on the dignity of the most vulnerable among us. action can’t wait — on this world day against trafficking in persons, we’ve got to join together and commit to ending trafficking. #endhumantrafficking  "
1324,2020-07-30,<JoeBiden>," you won't have to worry about my tweets when i'm president.
"
1325,2020-07-30,<JoeBiden>, bill barr is the attorney general of the united states — not the president's private attorney.  
1326,2020-07-30,<JoeBiden>," 55 years ago today, medicare and medicaid were signed into law. and ever since, they've extended lives, enhanced liberty, and put the pursuit of happiness within reach for millions.  i'll protect and expand these programs for generations to come.  "
1327,2020-07-30,<JoeBiden>," throughout his life, john lewis taught us that while the journey toward equality is not easy, we must be unafraid and never cower and never, ever give up.  it's up to all of us to carry on his mission.  "
1328,2020-07-30,<JoeBiden>," it’s time senate republicans back their effusive praise of john lewis with action. pass the john r. lewis voting rights act.
"
1329,2020-07-30,<JoeBiden>," even after his passing, john lewis reminds us that the most powerful symbol of what it means to be an american is what we do with the time we have to make real the promise of our nation.  may his words guide us as we march on toward november.  "
1330,2020-07-30,<JoeBiden>," the last three months were the worst period for economic growth our nation has experienced in the 70 years since we started measuring it — a drop of nearly 33 percent.  let's be clear: this is no act of god, it's a failure of presidential leadership.  "
1331,2020-07-30,<JoeBiden>," i'm the proud husband of a teacher. i've seen firsthand how difficult the job can be in normal times — let alone in the middle of a pandemic. so when i heard beth's story, i knew  and i had to give her a call.  "
1332,2020-07-29,<JoeBiden>, donald trump's instinct to constantly add fuel to the fire is the last thing our country needs right now.  we need leadership that will calm the waters and lower the temperature.  
1333,2020-07-29,<JoeBiden>," we need a president who will bring us together instead of tearing us apart and who will enforce the law faithfully rather than put his own political interests first.
"
1334,2020-07-29,<JoeBiden>," folks, i'm excited to share that senator  and i are hosting a grassroots fundraiser this friday — and you're invited. we're going to chat about what's at stake this november and even answer a few of your questions.  chip in any amount to join us:  "
1335,2020-07-29,<JoeBiden>, donald trump has shown that he can’t beat the pandemic or turn the economy around. and he is unsurprisingly stoking the flames of division for political gain.  he is the worst possible person to lead our nation through this moment.  
1336,2020-07-29,<JoeBiden>, my heart goes out to jessica and the countless others across the nation who have lost a loved one due to covid-19. behind every number we see in the news is a family and community that will never again be whole — and we can't forget that.  
1337,2020-07-29,<JoeBiden>," congratulations to california child care providers united on a successful election. as president, i'll make it easier for child care workers to unionize — and i’ll provide resources so they earn higher wages while also making care more affordable. #childcareisessential
"
1338,2020-07-29,<JoeBiden>," we need an effective, coordinated nationwide testing and tracing program. we need more ppe for health care workers. we need a comprehensive plan to get this virus under control.  we need this president to do his job.
"
1339,2020-07-29,<JoeBiden>," i have no illusions about how tough the road ahead is. but i’m optimistic for one reason above all others: i know the history and the heart of this country.  there is nothing we're unable to achieve when we do it together.
"
1340,2020-07-28,<JoeBiden>, listen to the scientists: wear a mask.  
1341,2020-07-28,<JoeBiden>," donald trump voted by mail. you should be able to as well.
"
1342,2020-07-28,<JoeBiden>," small business ownership is one of our country's cornerstones for wealth building and job creation. but black and brown entrepreneurs face far too many barriers to ownership, growth, and success.  i've got a plan to change that:  "
1343,2020-07-28,<JoeBiden>, america has never lived up to our founding promise — and we can’t rest until we finally do. my new plan will advance racial equity across the american economy and bring us closer to reaching our highest ideals:  
1344,2020-07-28,<JoeBiden>," my housing plan will give a $15,000 tax credit to first-time home-buyers, expand affordable housing, and reverse president trump’s efforts to gut fair housing enforcement.  we're going to remove the barriers to homeownership that hold back too many americans of color.
"
1345,2020-07-28,<JoeBiden>," to support more black and brown small businesses, my administration will launch a new small business opportunity initiative. we're going to make sure that those with the best ideas are not denied the venture capital or financing they need because of their race or zip code.
"
1346,2020-07-28,<JoeBiden>," in good times, communities of color still lag. in bad times, they get hit first and the hardest. and in recovery, they take the longest to bounce back.  we have to break the cycle, and i’ve got a plan to do it:  "
1347,2020-07-28,<JoeBiden>," this election is not just about voting against donald trump. it’s about rising to this moment of crisis, understanding people’s struggle, and building a future worthy of their courage and ambition to overcome.
"
1348,2020-07-28,<JoeBiden>," a change of “tone” over a few days does not change the facts of the last four years.  donald trump fails the basic threshold test of being president: the duty to care about the entire country, not just his re-election prospects.
"
1349,2020-07-28,<JoeBiden>," the senate and this president should pass the bill to restore the voting rights act — renamed yesterday in memory of john lewis.  if they don’t, it will be one of the first things i do as president.
"
1350,2020-07-28,<JoeBiden>," i'm in wilmington, delaware, to unveil the fourth plank of my build back better plan. tune in as i discuss what my administration will do to advance racial equity in our economy:  "
1351,2020-07-28,<JoeBiden>," in this moment, we have the chance to build an economy where everyone gets a fair return for their work and an equal chance to get ahead. one more vibrant and more powerful because everyone is in on the deal.  here's how we'll do it:  "
1352,2020-07-28,<JoeBiden>," we can't build this nation back better without tackling the systemic racism and disparities that have plagued our country for far too long. that's why today, i'm releasing my new plan to advance racial economic equity across the american economy.  "
1353,2020-07-28,<JoeBiden>, our students and educators deserve better than four more years of betsy devos. it’s time for a secretary of education who is actually a public school educator.  
1354,2020-07-27,<JoeBiden>," john — march on, dear friend. may god bless you. and may you continue to inspire righteous good trouble down from the heavens.  "
1355,2020-07-27,<JoeBiden>," tonight, jill and i are thinking about the 150,000 families left emptier by this virus.  to anyone who’s struggling, sick, or wondering how they’ll get through the day: know that i will not abandon you.   we’ll fight through this crisis together, and emerge stronger than ever.
"
1356,2020-07-27,<JoeBiden>," arianna’s a supporter of our campaign who’s been organizing food drives for her community during the covid crisis. my team told me about her work, so  and i decided to surprise her with a call.  "
1357,2020-07-27,<JoeBiden>," the development of a new vaccine requires a dedication to science, coordination, transparency, truth, and fairness to all — and we have a president who stands for none of these things.  "
1358,2020-07-27,<JoeBiden>, these policies aren’t just the right thing to do — they’re also the smart thing to do for the future of our country.  
1359,2020-07-27,<JoeBiden>, women-owned small businesses like marsh + mane are the backbone of communities across the nation. we have got to do more to invest in and support them.  here's what i'll do as president:  
1360,2020-07-27,<JoeBiden>," the hard truth is women — and particularly women of color — have never had a fair shot to get ahead in this country. that's why today, i'm releasing my plan to make sure women can fully participate in our economy and country.  "
1361,2020-07-27,<JoeBiden>," the hard truth is this pandemic didn’t have to be this bad. ron klain, former white house ebola response coordinator, breaks down what a biden administration would have done differently and what we would do now to get this virus under control:  "
1362,2020-07-26,<JoeBiden>," in 100 days, we’re going to make donald trump a one-term president.  "
1363,2020-07-26,<JoeBiden>," women have decided the course of history with grit, clarity, and courage. this election is no different.  we have just 100 days to get out the vote, unite the country, and vote donald trump out of the white house.  join us, and let's get to work:  "
1364,2020-07-26,<JoeBiden>," thirty years on, we still have work to do to realize the full aspiration of the americans with disabilities act. we need to ensure that every american has the chance to live independently and free from discriminatory systems and practices. #ada30  "
1365,2020-07-26,<JoeBiden>," folks, we have just 100 days until election day. now, more than ever, we have to do everything we can to make donald trump a one-term president.  register to vote:  "
1366,2020-07-26,<JoeBiden>," in 100 days, we have the chance to set our nation on a new path. one where we finally live up to our highest ideals and everyone has a fair shot at success.  join us:  "
1367,2020-07-25,<JoeBiden>," as hurricane hanna makes landfall, jill and i are sending our prayers to the people of south texas. we must ensure that affected residents get the support they need — and get it quickly. if you are in an impacted region, please heed the advice of local officials and seek shelter.
"
1368,2020-07-25,<JoeBiden>," i know firsthand how hard it can be to take care of an aging family member. it's why as president, i'll ease the financial burden on families and expand access to dignified care for older americans.  "
1369,2020-07-25,<JoeBiden>," no one should have to work more than one job to make ends meet. we have to raise the minimum wage to $15 an hour and build an inclusive middle class that brings everyone along.
"
1370,2020-07-25,<JoeBiden>," there is no quit in america — and you deserve a president who won’t quit on you.
"
1371,2020-07-25,<JoeBiden>," president trump ordered his administration to slow down coronavirus testing, he tried to block cdc funding, and he has ignored the experts from day one. his actions defy both logic and humanity.   what kind of president actively undercuts efforts that will save lives?
"
1372,2020-07-25,<JoeBiden>," every american family deserves access to affordable, high-quality child care.  here's how i'll make that happen:  "
1373,2020-07-24,<JoeBiden>," i know times are tough, but i want you to know you're not alone. we're all in this fight together. and together, we'll emerge stronger than before.
"
1374,2020-07-24,<JoeBiden>," the president has a duty to care for us all. to see people where they are and to understand what they’re going through.  i’ve been a single parent. even though i had a lot more support than a lot of folks going through tough times, i know how hard it is.  "
1375,2020-07-24,<JoeBiden>," this is the united states of america. we don’t settle — we aspire.  let’s get to work.
"
1376,2020-07-24,<JoeBiden>," the hard truth is that we can't just build back to the way things were before these crises — we have to build back better.  president  and i discussed how we can do that, and much more:  "
1377,2020-07-24,<JoeBiden>, our nation is at a crossroads. we can choose four more years of donald trump’s divisive politics and failed leadership — or we can forge a new path forward.  
1378,2020-07-24,<JoeBiden>," home care workers and child care workers — who are more often women, women of color, and immigrants — have been underpaid, unseen, and undervalued for far too long.  that will change with my administration:  "
1379,2020-07-23,<JoeBiden>," donald trump’s own staff admits that he fails the most important test of being the american president: the duty to care — for you, for all of us.  "
1380,2020-07-23,<JoeBiden>," we need a president who listens to someone other than himself.
"
1381,2020-07-23,<JoeBiden>," out of every trial and tribulation, we've always emerged stronger as a nation — and we will again. if we come together, there is not a single thing we cannot accomplish.  "
1382,2020-07-23,<JoeBiden>, hey  here’s to hoping we both win big this fall. stay safe. #openingday  
1383,2020-07-23,<JoeBiden>," covid-19 infections are going up.  the number of deaths is going up.   this morning it was announced that, once again, the number of unemployment claims is going up.   donald trump is moving us backwards. the american people are paying the price.
"
1384,2020-07-23,<JoeBiden>," care jobs are ready to be filled right now, allowing millions of people — primarily women — to get back to work immediately.  it's the right thing to do for our families and our essential workers — and it's the smart thing to do for our economy.  "
1385,2020-07-23,<JoeBiden>," folks, i sat down with my friend president  to discuss the significant moment we're in, who we are as a nation, and how we can build back better.   watch our full conversation:  "
1386,2020-07-23,<JoeBiden>," every day i hear from folks who tell me how important health care is to their families — well, it's deeply personal for president  and me, too. i'll fight to protect and build on obamacare and make sure everyone gets the care they need.  watch our conversation:  "
1387,2020-07-22,<JoeBiden>," let me be clear: if vote-by-mail is good enough for donald trump and his administration, then it's good enough for all of us.  "
1388,2020-07-22,<JoeBiden>, i know everything feels different right now. there’s just that feeling where you don’t know if everything will be okay. but i promise you that it can be and it will be.  
1389,2020-07-22,<JoeBiden>," today, the house passed the #nobanact because no one should be discriminated against or singled out based on the faith they practice. i will end president trump's muslim ban on day one and sign this bill into law.
"
1390,2020-07-22,<JoeBiden>," my plan to create a 21st century care and early childhood education workforce will put 3 million americans to work — and free up millions more people to join the paid labor force.  it's a fresh, bold approach that will help us recover faster and stronger.  "
1391,2020-07-22,<JoeBiden>," the goal of the census is clear: count every person. but donald trump continues to use this vital process to sow division and scare immigrant communities.  we won't let him deny communities the funding and representation they deserve. because in america, everyone counts.
"
1392,2020-07-22,<JoeBiden>," the words of a president matter. and from the moment president trump came down that escalator, he has used his to degrade people and sow division. it's not who we are.  watch my full conversation with president  tomorrow at 10 am et.  "
1393,2020-07-22,<JoeBiden>," today, we're facing a serious threat — and we have to meet it together as one country. it's up to all of us to do everything we can to keep our fellow americans safe and healthy.  "
1394,2020-07-21,<JoeBiden>," 10 years ago the obama-biden administration signed wall street reform to prevent the abuse that led to the great recession. donald trump and the republicans have tried to tear it down ever since. as president, i'll protect it so we can rebuild an economy that works for everyone.
"
1395,2020-07-21,<JoeBiden>," for your family, for your neighbors, for your country — wear a mask.
"
1396,2020-07-21,<JoeBiden>," happy birthday, congressman clyburn! your powerful voice of moral clarity never fails to steer us toward a better future — and reminds us all of why we're in public service in the first place. i’m grateful for your leadership and honored to call you a friend.  "
1397,2020-07-21,<JoeBiden>," let me say what president trump won't: russian interference in our elections is a violation of our sovereignty. and if i’m president, i’ll respond accordingly.  "
1398,2020-07-21,<JoeBiden>," home health workers do god’s work, but aren’t paid much. they have few benefits, and 40% are still on snap or medicaid. it's unacceptable.  i'll give caregivers and early childhood educators a much-needed raise.
"
1399,2020-07-21,<JoeBiden>," we need to make high-quality child care affordable and accessible. as president, i'll give every 3- and 4-year-old access to free, high-quality preschool. and low- to middle-income families won’t spend more than 7% of their income on quality care for children under age 5.
"
1400,2020-07-21,<JoeBiden>," we are trapped in a caregiving crisis, within an economic crisis, within a public health crisis. you’re doing everything you can, but this president is not.  if i’m your president, here’s what i would do:  "
1401,2020-07-21,<JoeBiden>," donald trump simply doesn’t understand: we can’t deal with our economic crisis without solving the public health crisis.   and for all his bluster about his expertise on the economy, he is unable to explain how he will actually help the working families hit the hardest.
"
1402,2020-07-21,<JoeBiden>," we have to mobilize a 21st century care and early childhood education workforce to deal with the caregiving crisis in our nation. today, i'm delivering remarks about how we're going to get it done. tune in:  "
1403,2020-07-21,<JoeBiden>," today, i’m releasing my plan to mobilize a 21st century care and early childhood education workforce.  it will ease the financial burden of care for families, create good-paying jobs with good benefits, and treat workers with the dignity they deserve.   "
1404,2020-07-20,<JoeBiden>," in honor of john lewis, c.t. vivian, and all the essential workers who have selflessly risked their lives, the senate should pass a bill that ensures working people get real relief — extended unemployment insurance, rental support, and guaranteed sick leave. #strikeforblacklives
"
1405,2020-07-20,<JoeBiden>," folks, it may be hard to believe, but we have just over 100 days until election day. i know we can beat donald trump and build this nation back better than before — but we need your help to do it.  if you're able, please chip in today:  "
1406,2020-07-20,<JoeBiden>," small manufacturers like mcgregor industries demonstrate the resilience, creativity, and staying-power of america’s industrial base.  together we're going to make sure the future is made in america — by all of america.  "
1407,2020-07-20,<JoeBiden>," today, i am putting the kremlin and other foreign governments on notice: if elected president, i will direct my administration to impose substantial and lasting costs on those who interfere with american elections.  "
1408,2020-07-20,<JoeBiden>," we're paying the price for this president's incompetence every single day.
"
1409,2020-07-20,<JoeBiden>, president trump asked to see the covid death chart.  here you go.  
1410,2020-07-20,<JoeBiden>," every day it becomes clearer: we are in a battle for the soul of this nation. who we are. what we believe. who we want to be. it’s all at stake.  we have to vote donald trump out this november.
"
1411,2020-07-20,<JoeBiden>," imagine the future we can create with donald trump out of the white house. a future where we:  - tackle the climate crisis - build a new american economy - end our gun violence epidemic - ensure our government works for all, not just the wealthy few
"
1412,2020-07-19,<JoeBiden>," in this moment of crisis, we have the chance to build a new american economy. one where everyone gets a fair return for their work and an equal chance to get ahead.  together, we'll get it done.
"
1413,2020-07-19,<JoeBiden>, every day is national ice cream day in my book.  
1414,2020-07-19,<JoeBiden>," mr. president, your ignorance isn’t a virtue or a sign of your strength — it’s undercutting our response to this unprecedented crisis at every turn and it’s costing americans their jobs and their lives.  "
1415,2020-07-19,<JoeBiden>," the hard truth is that it didn’t have to be this bad, but donald trump ignored the experts and refused to take action. he has failed our nation.  "
1416,2020-07-19,<JoeBiden>," now more than ever, we need a president who will choose hope over fear.
"
1417,2020-07-19,<JoeBiden>," banning the confederate flag from military installations was long overdue.   banning the lgbtq pride flag — the very symbol of diversity and inclusion — is undeniably wrong. the pentagon should ensure it is authorized, or as president, i will.    "
1418,2020-07-18,<JoeBiden>," i know of no man with more courage than john lewis. he was a giant walking among us. when i saw him, i couldn’t help but think one thing: “i haven’t done enough.” may his life and legacy inspire every one of us to strive for justice, equality and what is right.  "
1419,2020-07-18,<JoeBiden>," we are made in the image of god, and then there is john lewis. he was truly one-of-a-kind, a moral compass who always knew where to point us and which direction to march. to john’s family, friends, staff, and constituents, jill and i send you our love and prayers.
"
1420,2020-07-17,<JoeBiden>," as president, i will see to it that america once again stands for human rights. that doesn't mean rights only for some, but rights for all — each and every american, and every person, everywhere. no exceptions.  "
